"Tabla","Columna","Tipo de Dato","Permite Nulos","Llave","Extra"
cs_salarios_minimos,salario_minimo_mensual,int,YES,"",""
cs_salarios_minimos,salario_minimo_diario,int,YES,"",""
cs_salarios_minimos,usuario_crea,varchar(128),NO,"",""
cs_salarios_minimos,terminal_crea,varchar(16),NO,"",""
cs_salarios_minimos,fecha_hora_crea,datetime,NO,"",""
cs_topes_copagos,id,int,NO,PRI,auto_increment
cs_topes_copagos,agno,int,NO,"",""
cs_topes_copagos,mae_regimen_id,int,NO,"",""
cs_topes_copagos,mae_regimen_codigo,varchar(8),NO,"",""
cs_topes_copagos,mae_regimen_valor,varchar(128),NO,"",""
cs_topes_copagos,mae_tipo_afiliado_id,int,NO,"",""
cs_topes_copagos,mae_tipo_afiliado_codigo,varchar(8),NO,"",""
cs_topes_copagos,mae_tipo_afiliado_valor,varchar(128),NO,"",""
cs_topes_copagos,mae_nivel_sisben_id,int,YES,"",""
cs_topes_copagos,mae_nivel_sisben_codigo,varchar(8),YES,"",""
cs_topes_copagos,mae_nivel_sisben_valor,varchar(128),YES,"",""
cs_topes_copagos,categoria_ibc,varchar(16),NO,"",""
cs_topes_copagos,porcentaje,"decimal(8,2)",NO,"",""
cs_topes_copagos,valor_tope_evento,int,NO,"",""
cs_topes_copagos,valor_tope_agno,int,NO,"",""
cs_topes_copagos,usuario_crea,varchar(128),NO,"",""
cs_topes_copagos,terminal_crea,varchar(16),NO,"",""
cs_topes_copagos,fecha_hora_crea,datetime,NO,"",""
cs_topes_copagos,usuario_modifica,varchar(128),YES,"",""
cs_topes_copagos,terminal_modifica,varchar(16),YES,"",""
cs_topes_copagos,fecha_hora_modifica,datetime,YES,"",""
cs_topes_moderadoras,id,int,NO,PRI,auto_increment
cs_topes_moderadoras,agno,int,NO,"",""
cs_topes_moderadoras,mae_regimen_id,int,NO,"",""
cs_topes_moderadoras,mae_regimen_codigo,varchar(8),NO,"",""
cs_topes_moderadoras,mae_regimen_valor,varchar(128),NO,"",""
cs_topes_moderadoras,mae_tipo_afiliado_id,int,NO,"",""
cs_topes_moderadoras,mae_tipo_afiliado_codigo,varchar(8),NO,"",""
cs_topes_moderadoras,mae_tipo_afiliado_valor,varchar(128),NO,"",""
cs_topes_moderadoras,mae_nivel_sisben_id,int,YES,"",""
cs_topes_moderadoras,mae_nivel_sisben_codigo,varchar(8),YES,"",""
cs_topes_moderadoras,mae_nivel_sisben_valor,varchar(128),YES,"",""
cs_topes_moderadoras,categoria_ibc,varchar(16),YES,"",""
cs_topes_moderadoras,valor,"decimal(8,2)",NO,"",""
cs_topes_moderadoras,usuario_crea,varchar(128),NO,"",""
cs_topes_moderadoras,terminal_crea,varchar(16),NO,"",""
cs_topes_moderadoras,fecha_hora_crea,datetime,NO,"",""
cs_topes_moderadoras,usuario_modifica,varchar(128),YES,"",""
cs_topes_moderadoras,terminal_modifica,varchar(16),YES,"",""
cs_topes_moderadoras,fecha_hora_modifica,datetime,YES,"",""
fe_consumos,id,int,NO,PRI,auto_increment
fe_consumos,periodo,date,NO,MUL,""
fe_consumos,registros_reportados,int,NO,"",""
fe_consumos,registros_exitosos,int,NO,"",""
fe_consumos,estado,tinyint,NO,"",""
fe_consumos,observacion,varchar(1024),YES,"",""
fe_consumos,fecha_hora_inicio,datetime,NO,"",""
fe_consumos,fecha_hora_fin,datetime,YES,"",""
fe_documentos,id,int,NO,PRI,auto_increment
fe_documentos,prestador_nit,varchar(64),NO,MUL,""
fe_documentos,documento_tipo,tinyint,NO,"",""
fe_documentos,documento_id,int,NO,MUL,""
fe_documentos,documento_numero,varchar(64),NO,"",""
fe_documentos,documento_valor,"decimal(16,4)",NO,"",""
fe_documentos,estado,varchar(8),NO,"",""
fe_documentos,codigo_unico_dian,varchar(128),NO,"",""
fe_documentos,estado_descripcion,varchar(64),NO,"",""
fe_documentos,fe_documentos_id,int,YES,MUL,""
fe_documentos,referencia_prestadoro_nit,varchar(64),YES,"",""
fe_documentos,referencia_documento_tipo,tinyint,YES,"",""
fe_documentos,referencia_documento_id,int,YES,"",""
fe_documentos,referencia_documento_numero,varchar(64),YES,MUL,""
fe_documentos,fecha_documento,date,NO,"",""
fe_documentos,fecha_radicacion,date,NO,"",""
fe_documentos,fecha_hora_crea,datetime,NO,"",""
fin_cargas,id,int,NO,PRI,auto_increment
fin_cargas,nombre,varchar(256),NO,"",""
fin_cargas,ruta,varchar(512),NO,"",""
fin_cargas,archivo,varchar(128),NO,"",""
fin_cargas,existe,bit(1),NO,"",""
fin_cargas,resp_nombre,varchar(256),YES,"",""
fin_cargas,resp_ruta,varchar(512),YES,"",""
fin_cargas,resp_archivo,varchar(128),YES,"",""
fin_cargas,resp_existe,bit(1),NO,"",""
fin_cargas,estado,int,NO,"",""
fin_cargas,registros,int,YES,"",""
fin_cargas,exitosos,int,YES,"",""
fin_cargas,fallidos,int,YES,"",""
fin_cargas,fecha_hora_inicio,datetime,NO,"",""
fin_cargas,fecha_hora_fin,datetime,YES,"",""
fin_cargas,usuario_crea,varchar(128),NO,"",""
fin_cargas,terminal_crea,varchar(16),NO,"",""
fin_cargas,fecha_hora_crea,datetime,NO,"",""
fin_giros,id,int,NO,PRI,auto_increment
fin_giros,tipo,int,NO,"",""
fin_giros,nombre,varchar(128),NO,"",""
fin_giros,borrado,bit(1),NO,"",""
fin_giros,usuario_crea,varchar(128),NO,"",""
fin_giros,terminal_crea,varchar(16),NO,"",""
fin_giros,fecha_hora_crea,datetime,NO,"",""
fin_giros,usuario_modifica,varchar(128),YES,"",""
fin_giros,terminal_modifica,varchar(16),YES,"",""
fin_giros,fecha_hora_modifica,datetime,YES,"",""
fin_giros,usuario_borra,varchar(128),YES,"",""
fin_giros,terminal_borra,varchar(16),YES,"",""
fin_giros,fecha_hora_borra,datetime,YES,"",""
fin_postulaciones,id,int,NO,PRI,auto_increment
fin_postulaciones,fin_giros_id,int,NO,MUL,""
fin_postulaciones,gn_empresas_id,int,NO,MUL,""
fin_postulaciones,cnt_prestadores_id,int,NO,MUL,""
fin_postulaciones,tipo_postulacion,int,NO,"",""
fin_postulaciones,prestador_nit,varchar(16),NO,"",""
fin_postulaciones,prestador_razon_social,varchar(256),NO,"",""
fin_postulaciones,prestador_departamento,varchar(32),YES,"",""
fin_postulaciones,prestador_municipio,varchar(32),YES,"",""
fin_postulaciones,prestador_naturaleza,varchar(16),YES,"",""
fin_postulaciones,prestador_estado_adres,varchar(16),YES,"",""
fin_postulaciones,valor_capita,"decimal(20,4)",NO,"",""
fin_postulaciones,valor_capita_reajuste,"decimal(20,4)",NO,"",""
fin_postulaciones,valor_pgp,"decimal(20,4)",NO,"",""
fin_postulaciones,valor_compromisos,"decimal(20,4)",NO,"",""
fin_postulaciones,valor_evento,"decimal(20,4)",NO,"",""
fin_postulaciones,valor_programado_total,"decimal(20,4)",NO,"",""
fin_postulaciones,total_pagado,"decimal(20,4)",NO,"",""
fin_postulaciones,borrado,bit(1),NO,"",""
fin_postulaciones,usuario_crea,varchar(128),NO,"",""
fin_postulaciones,terminal_crea,varchar(16),NO,"",""
fin_postulaciones,fecha_hora_crea,datetime,NO,"",""
fin_postulaciones,usuario_modifica,varchar(128),YES,"",""
fin_postulaciones,terminal_modifica,varchar(16),YES,"",""
fin_postulaciones,fecha_hora_modifica,datetime,YES,"",""
fin_postulaciones,usuario_borra,varchar(128),YES,"",""
fin_postulaciones,terminal_borra,varchar(16),YES,"",""
fin_postulaciones,fecha_hora_borra,datetime,YES,"",""
flyway_schema_history,installed_rank,int,NO,PRI,""
flyway_schema_history,version,varchar(50),YES,"",""
flyway_schema_history,description,varchar(200),NO,"",""
flyway_schema_history,type,varchar(20),NO,"",""
flyway_schema_history,script,varchar(1000),NO,"",""
flyway_schema_history,checksum,int,YES,"",""
flyway_schema_history,installed_by,varchar(100),NO,"",""
flyway_schema_history,installed_on,timestamp,NO,"",DEFAULT_GENERATED
flyway_schema_history,execution_time,int,NO,"",""
flyway_schema_history,success,tinyint(1),NO,MUL,""
gat_atencion_comentarios,id,int,NO,PRI,auto_increment
gat_atencion_comentarios,gat_atenciones_id,int,NO,MUL,""
gat_atencion_comentarios,comentario,varchar(1024),NO,"",""
gat_atencion_comentarios,usuario_crea,varchar(128),NO,"",""
gat_atencion_comentarios,terminal_crea,varchar(16),NO,"",""
gat_atencion_comentarios,fecha_hora_crea,datetime,NO,"",""
gat_atencion_historicos,id,int,NO,PRI,auto_increment
gat_atencion_historicos,gat_atenciones_id,int,NO,MUL,""
gat_atencion_historicos,mae_tipo_servicio_id,int,YES,"",""
gat_atencion_historicos,mae_tipo_servicio_codigo,varchar(8),YES,"",""
gat_atencion_historicos,mae_tipo_servicio_valor,varchar(128),YES,"",""
gat_atencion_historicos,fecha_hora_inicio,datetime,YES,"",""
gat_atencion_historicos,fecha_hora_fin,datetime,YES,"",""
gat_atencion_historicos,tiempo,int,YES,"",""
gat_atencion_historicos,comentario,varchar(1024),YES,"",""
gat_atencion_historicos,usuario_crea,varchar(128),NO,"",""
gat_atencion_historicos,terminal_crea,varchar(16),NO,"",""
gat_atencion_historicos,fecha_hora_crea,datetime,NO,"",""
gat_atenciones,id,int,NO,PRI,auto_increment
gat_atenciones,gat_taquillas_id,int,NO,MUL,""
gat_atenciones,gat_sede_funcionarios_id,int,NO,MUL,""
gat_atenciones,gat_usuarios_id,int,YES,MUL,""
gat_atenciones,gn_sedes_id,int,NO,MUL,""
gat_atenciones,gat_tiquetes_id,int,YES,MUL,""
gat_atenciones,gn_usuarios_id,int,YES,MUL,""
gat_atenciones,fecha_hora_tiquete,datetime,YES,"",""
gat_atenciones,fecha_hora_inicio,datetime,YES,"",""
gat_atenciones,fecha_hora_cancela,datetime,YES,"",""
gat_atenciones,fecha_hora_fin,datetime,YES,"",""
gat_atenciones,fecha_hora_calificacion,datetime,YES,"",""
gat_atenciones,estado,int,YES,"",""
gat_atenciones,usuario_crea,varchar(128),NO,"",""
gat_atenciones,terminal_crea,varchar(16),NO,"",""
gat_atenciones,fecha_hora_crea,datetime,NO,"",""
gat_configuraccion_anuncios,id,int,NO,PRI,auto_increment
gat_configuraccion_anuncios,nombre,varchar(256),YES,"",""
gat_configuraccion_anuncios,descripcion,varchar(2048),YES,"",""
gat_configuraccion_anuncios,fecha_desde,datetime,YES,"",""
gat_configuraccion_anuncios,fecha_hasta,datetime,YES,"",""
gat_configuraccion_anuncios,url,varchar(2048),YES,"",""
gat_configuraccion_anuncios,usuario_crea,varchar(128),NO,"",""
gat_configuraccion_anuncios,terminal_crea,varchar(16),NO,"",""
gat_configuraccion_anuncios,fecha_hora_crea,datetime,NO,"",""
gat_pantallas,id,int,NO,PRI,auto_increment
gat_pantallas,gn_sedes_id,int,NO,MUL,""
gat_pantallas,id_sesion,varchar(64),NO,"",""
gat_pantallas,cuenta,bit(1),NO,"",""
gat_pantallas,activo,bit(1),NO,"",""
gat_pantallas,mae_tipo_servicio_id,int,YES,"",""
gat_pantallas,mae_tipo_servicio_codigo,varchar(8),YES,"",""
gat_pantallas,mae_tipo_servicio_valor,varchar(128),YES,"",""
gat_pantallas,usuario_crea,varchar(128),NO,"",""
gat_pantallas,terminal_crea,varchar(16),NO,"",""
gat_pantallas,fecha_hora_crea,datetime,NO,"",""
gat_pantallas,usuario_modifica,varchar(128),YES,"",""
gat_pantallas,terminal_modifica,varchar(16),YES,"",""
gat_pantallas,fecha_hora_modifica,datetime,YES,"",""
gat_sede_configuraciones,id,int,NO,PRI,auto_increment
gat_sede_configuraciones,gn_sedes_id,int,NO,MUL,""
gat_sede_configuraciones,turnero,int,NO,"",""
gat_sede_configuraciones,caracol,bit(1),YES,"",""
gat_sede_funcionarios,id,int,NO,PRI,auto_increment
gat_sede_funcionarios,gn_sedes_id,int,NO,MUL,""
gat_sede_funcionarios,gn_usuarios_id,int,NO,MUL,""
gat_sede_funcionarios,activo,bit(1),NO,"",""
gat_sede_funcionarios,usuario_crea,varchar(128),NO,"",""
gat_sede_funcionarios,terminal_crea,varchar(16),NO,"",""
gat_sede_funcionarios,fecha_hora_crea,datetime,NO,"",""
gat_sede_funcionarios,usuario_modifica,varchar(128),YES,"",""
gat_sede_funcionarios,terminal_modifica,varchar(16),YES,"",""
gat_sede_funcionarios,fecha_hora_modifica,datetime,YES,"",""
gat_sede_taquillas,id,int,NO,PRI,auto_increment
gat_sede_taquillas,gn_sedes_id,int,NO,MUL,""
gat_sede_taquillas,nombre,varchar(32),NO,"",""
gat_sede_taquillas,activo,bit(1),NO,"",""
gat_sede_taquillas,gn_usuarios_id,int,YES,MUL,""
gat_sede_taquillas,automatico,bit(1),NO,"",""
gat_sede_taquillas,usuario_crea,varchar(128),NO,"",""
gat_sede_taquillas,terminal_crea,varchar(16),NO,"",""
gat_sede_taquillas,fecha_hora_crea,datetime,NO,"",""
gat_sede_taquillas,usuario_modifica,varchar(128),YES,"",""
gat_sede_taquillas,terminal_modifica,varchar(16),YES,"",""
gat_sede_taquillas,fecha_hora_modifica,datetime,YES,"",""
gat_sede_taquillas,disponible,bit(1),NO,"",""
gat_servicio_umbrales,id,int,NO,PRI,auto_increment
gat_servicio_umbrales,mae_tipo_servicio_id,int,NO,MUL,""
gat_servicio_umbrales,mae_tipo_servicio_codigo,varchar(8),NO,"",""
gat_servicio_umbrales,mae_tipo_servicio_valor,varchar(128),NO,"",""
gat_servicio_umbrales,tiempo,int,NO,"",""
gat_servicio_umbrales,tipo,int,YES,"",""
gat_servicio_umbrales,usuario_crea,varchar(128),NO,"",""
gat_servicio_umbrales,terminal_crea,varchar(16),NO,"",""
gat_servicio_umbrales,fecha_hora_crea,datetime,NO,"",""
gat_servicio_umbrales,usuario_modifica,varchar(128),YES,"",""
gat_servicio_umbrales,terminal_modifica,varchar(16),YES,"",""
gat_servicio_umbrales,fecha_hora_modifica,datetime,YES,"",""
gat_taquilla_funcionarios,id,int,NO,PRI,auto_increment
gat_taquilla_funcionarios,gat_sede_taquillas_id,int,NO,MUL,""
gat_taquilla_funcionarios,gn_usuarios_id,int,NO,MUL,""
gat_taquilla_funcionarios,fecha_hora_inicio,datetime,NO,"",""
gat_taquilla_funcionarios,fecha_hora_fin,datetime,YES,"",""
gat_taquilla_funcionarios,usuario_crea,varchar(128),NO,"",""
gat_taquilla_funcionarios,terminal_crea,varchar(16),NO,"",""
gat_taquilla_funcionarios,fecha_hora_crea,datetime,NO,"",""
gat_taquilla_funcionarios,usuario_modifica,varchar(128),YES,"",""
gat_taquilla_funcionarios,terminal_modifica,varchar(16),YES,"",""
gat_taquilla_funcionarios,fecha_hora_modifica,datetime,YES,"",""
gat_taquilla_servicios,id,int,NO,PRI,auto_increment
gat_taquilla_servicios,prioridad,tinyint,NO,"",""
gat_taquilla_servicios,gat_sede_taquillas_id,int,NO,MUL,""
gat_taquilla_servicios,mae_tipo_servicio_id,int,NO,"",""
gat_taquilla_servicios,mae_tipo_servicio_codigo,varchar(8),NO,"",""
gat_taquilla_servicios,mae_tipo_servicio_valor,varchar(128),NO,"",""
gat_taquilla_servicios,usuario_crea,varchar(128),NO,"",""
gat_taquilla_servicios,terminal_crea,varchar(16),YES,"",""
gat_taquilla_servicios,fecha_hora_crea,datetime,NO,"",""
gat_tiempos,id,int,NO,PRI,auto_increment
gat_tiempos,tipo,int,NO,"",""
gat_tiempos,gn_usuarios_id,int,NO,MUL,""
gat_tiempos,fecha_inicio,datetime,NO,"",""
gat_tiempos,fecha_fin,datetime,NO,"",""
gat_tiempos,tiempo_total,int,NO,"",""
gat_tiempos,gat_atenciones_id,int,YES,MUL,""
gat_tiempos,activo,bit(1),YES,"",""
gat_tiempos,tiempo_transcurrido,int,YES,"",""
gat_tiempos,fecha_fin_real,datetime,YES,"",""
gat_tiempos,usuario_crea,varchar(128),NO,"",""
gat_tiempos,terminal_crea,varchar(16),NO,"",""
gat_tiempos,fecha_hora_crea,datetime,NO,"",""
gat_tikete_llamados,id,int,NO,PRI,auto_increment
gat_tikete_llamados,gat_tiquetes_id,int,NO,MUL,""
gat_tikete_llamados,gat_sede_taquillas_id,int,NO,MUL,""
gat_tikete_llamados,gn_usuarios_id,int,NO,MUL,""
gat_tikete_llamados,estado,tinyint,NO,"",""
gat_tikete_llamados,cantidad,int,YES,"",""
gat_tikete_llamados,maximo,int,YES,"",""
gat_tikete_llamados,usuario_crea,varchar(128),YES,"",""
gat_tikete_llamados,terminal_crea,varchar(16),YES,"",""
gat_tikete_llamados,fecha_hora_crea,datetime,YES,"",""
gat_tiquetes,id,int,NO,PRI,auto_increment
gat_tiquetes,gn_sedes_id,int,NO,MUL,""
gat_tiquetes,gat_usuarios_id,int,YES,MUL,""
gat_tiquetes,mae_tipo_servicio_id,int,NO,"",""
gat_tiquetes,mae_tipo_servicio_codigo,varchar(8),NO,"",""
gat_tiquetes,mae_tipo_servicio_valor,varchar(128),NO,"",""
gat_tiquetes,numero,varchar(10),YES,"",""
gat_tiquetes,estado,int,YES,"",""
gat_tiquetes,prioritario,bit(1),YES,"",""
gat_tiquetes,usuario_crea,varchar(128),NO,"",""
gat_tiquetes,terminal_crea,varchar(16),NO,"",""
gat_tiquetes,fecha_hora_crea,datetime,NO,"",""
gat_tiquetes,fecha_hora_llamado,datetime,YES,"",""
gat_tiquetes,fecha_hora_atendido,datetime,YES,"",""
gat_tiquetes,fecha_hora_finaliza,datetime,YES,"",""
gat_tiquetes,fecha_hora_abandona,datetime,YES,"",""
gat_usuarios,id,int,NO,PRI,auto_increment
gat_usuarios,aseg_afiliados_id,int,YES,MUL,""
gat_usuarios,mae_tipo_documento_id,int,NO,"",""
gat_usuarios,mae_tipo_documento_codigo,varchar(8),NO,"",""
gat_usuarios,mae_tipo_documento_valor,varchar(128),NO,"",""
gat_usuarios,numero_documento,varchar(16),NO,"",""
gat_usuarios,nombres,varchar(128),YES,"",""
gat_usuarios,apellidos,varchar(128),YES,"",""
gat_usuarios,fecha_nacimiento,date,YES,"",""
gat_usuarios,usuario_crea,varchar(128),NO,"",""
gat_usuarios,terminal_crea,varchar(16),NO,"",""
gat_usuarios,fecha_hora_crea,datetime,NO,"",""
giro,NIT SAP,varchar(50),YES,"",""
giro,NIT PAGADOR RS,varchar(50),YES,"",""
giro,RAZON SOCIAL,varchar(128),YES,"",""
giro,MUNICIPIO,varchar(50),YES,"",""
giro,DEPARTAMENTO,varchar(50),YES,"",""
giro,NATURALEZA,varchar(50),YES,"",""
giro,ESTADO ADRES,varchar(50),YES,"",""
giro,CAPITA,"decimal(20,4)",YES,"",""
giro,REAJUSTES CAPITA,"decimal(20,4)",YES,"",""
giro,PGP,"decimal(20,4)",YES,"",""
giro,EVENTO,"decimal(20,4)",YES,"",""
giro,TOTAL PROGRAMADO,"decimal(20,4)",YES,"",""
giro,COMPROMISOS,"decimal(10,0)",YES,"",""
gj_abogados,id,int,NO,PRI,auto_increment
gj_abogados,gn_usuarios_id,int,YES,MUL,""
gj_abogados,mae_tipo_documento_id,int,NO,"",""
gj_abogados,mae_tipo_documento_codigo,varchar(8),NO,"",""
gj_abogados,mae_tipo_documento_valor,varchar(128),NO,"",""
gj_abogados,documento,varchar(16),NO,"",""
gj_abogados,tarjeta_profecional,varchar(16),NO,"",""
gj_abogados,nombre,varchar(128),NO,"",""
gj_abogados,tipo,tinyint,NO,"",""
gj_abogados,usuario_crea,varchar(128),NO,"",""
gj_abogados,terminal_crea,varchar(16),NO,"",""
gj_abogados,fecha_hora_crea,datetime,NO,"",""
gj_abogados,usuario_modifica,varchar(128),YES,"",""
gj_abogados,terminal_modifica,varchar(16),YES,"",""
gj_abogados,fecha_hora_modifica,datetime,YES,"",""
gj_proceso_abogados,id,int,NO,PRI,auto_increment
gj_proceso_abogados,gj_procesos_id,int,NO,MUL,""
gj_proceso_abogados,gj_abogados_id,int,NO,MUL,""
gj_proceso_abogados,fecha_inicio,date,NO,"",""
gj_proceso_abogados,fecha_fin,date,YES,"",""
gj_proceso_abogados,activo,bit(1),NO,"",""
gj_proceso_abogados,usuario_crea,varchar(128),NO,"",""
gj_proceso_abogados,terminal_crea,varchar(16),NO,"",""
gj_proceso_abogados,fecha_hora_crea,datetime,NO,"",""
gj_proceso_abogados,usuario_modifica,varchar(128),YES,"",""
gj_proceso_abogados,terminal_modifica,varchar(16),YES,"",""
gj_proceso_abogados,fecha_hora_modifica,datetime,YES,"",""
gj_proceso_adjuntos,id,int,NO,PRI,auto_increment
gj_proceso_adjuntos,gj_procesos_id,int,NO,MUL,""
gj_proceso_adjuntos,gj_proceso_historicos_id,int,YES,MUL,""
gj_proceso_adjuntos,nombre_archivo,varchar(256),NO,"",""
gj_proceso_adjuntos,ruta,varchar(512),NO,"",""
gj_proceso_adjuntos,archivo,varchar(128),NO,"",""
gj_proceso_adjuntos,mae_tipo_id,int,NO,"",""
gj_proceso_adjuntos,mae_tipo_codigo,varchar(8),NO,"",""
gj_proceso_adjuntos,mae_tipo_valor,varchar(128),NO,"",""
gj_proceso_adjuntos,usuario_crea,varchar(128),NO,"",""
gj_proceso_adjuntos,terminal_crea,varchar(16),NO,"",""
gj_proceso_adjuntos,fecha_hora_crea,datetime,NO,"",""
gj_proceso_garantias,id,int,NO,PRI,auto_increment
gj_proceso_garantias,gj_procesos_id,int,NO,MUL,""
gj_proceso_garantias,gj_proceso_historicos_id,int,NO,MUL,""
gj_proceso_garantias,mae_tipo_documento_id,int,NO,"",""
gj_proceso_garantias,mae_tipo_documento_codigo,varchar(8),NO,"",""
gj_proceso_garantias,mae_tipo_documento_valor,varchar(128),NO,"",""
gj_proceso_garantias,documento,varchar(16),NO,"",""
gj_proceso_garantias,nombres,varchar(128),NO,"",""
gj_proceso_garantias,apellidos,varchar(128),NO,"",""
gj_proceso_garantias,usuario_crea,varchar(128),NO,"",""
gj_proceso_garantias,terminal_crea,varchar(16),NO,"",""
gj_proceso_garantias,fecha_hora_modifica,datetime,NO,"",""
gj_proceso_historicos,id,int,NO,PRI,auto_increment
gj_proceso_historicos,gj_procesos_id,int,NO,MUL,""
gj_proceso_historicos,estado,tinyint,NO,"",""
gj_proceso_historicos,fecha_contestacion,date,YES,"",""
gj_proceso_historicos,estado_proceso,tinyint,NO,"",""
gj_proceso_historicos,mae_instancia_id,int,YES,"",""
gj_proceso_historicos,mae_instancia_codigo,varchar(8),YES,"",""
gj_proceso_historicos,mae_instancia_valor,varchar(128),YES,"",""
gj_proceso_historicos,llamamiento_garantia,bit(1),YES,"",""
gj_proceso_historicos,mae_medica_cautelar_id,int,YES,"",""
gj_proceso_historicos,mae_medica_cautelar_codigo,varchar(8),YES,"",""
gj_proceso_historicos,mae_medica_cautelar_valor,varchar(128),YES,"",""
gj_proceso_historicos,monto_medida,"decimal(18,2)",YES,"",""
gj_proceso_historicos,probabilidad,tinyint,YES,"",""
gj_proceso_historicos,riesgo_clasificacion,tinyint,YES,"",""
gj_proceso_historicos,clase_provision,tinyint,YES,"",""
gj_proceso_historicos,fecha_terminacion,date,YES,"",""
gj_proceso_historicos,sentido_sentencia,tinyint,YES,"",""
gj_proceso_historicos,valor_sentencia_ejecutoria,"decimal(18,2)",YES,"",""
gj_proceso_historicos,estado_cumplimiento_condena,tinyint,YES,"",""
gj_proceso_historicos,mae_actuacion_terminacion_id,int,YES,"",""
gj_proceso_historicos,mae_actuacion_terminacion_codigo,varchar(8),YES,"",""
gj_proceso_historicos,mae_actuacion_terminacion_valor,varchar(128),YES,"",""
gj_proceso_historicos,valor_acuerdo_transaccion,"decimal(18,2)",YES,"",""
gj_proceso_historicos,fecha_actuacion,date,YES,"",""
gj_proceso_historicos,actuacion,mediumblob,YES,"",""
gj_proceso_historicos,usuarios_crea,varchar(128),NO,"",""
gj_proceso_historicos,terminal_crea,varchar(16),NO,"",""
gj_proceso_historicos,fecha_hora_crea,datetime,NO,"",""
gj_proceso_historicos,usuario_modifica,varchar(128),YES,"",""
gj_proceso_historicos,terminal_modifica,varchar(16),YES,"",""
gj_proceso_historicos,fecha_hora_modifica,datetime,YES,"",""
gj_proceso_pretenciones,id,int,NO,PRI,auto_increment
gj_proceso_pretenciones,gj_procesos_id,int,NO,MUL,""
gj_proceso_pretenciones,mae_pretencion_id,int,NO,"",""
gj_proceso_pretenciones,mae_pretencion_codigo,varchar(8),NO,"",""
gj_proceso_pretenciones,mae_pretencion_valor,varchar(128),NO,"",""
gj_proceso_pretenciones,usuario_crea,varchar(128),NO,"",""
gj_proceso_pretenciones,terminal_crea,varchar(16),NO,"",""
gj_proceso_pretenciones,fecha_hora_crea,datetime,NO,"",""
gj_proceso_terceros,id,int,NO,PRI,auto_increment
gj_proceso_terceros,gj_terceros_id,int,NO,MUL,""
gj_proceso_terceros,gj_procesos_id,int,NO,MUL,""
gj_proceso_terceros,mae_calidad_actua_id,int,NO,"",""
gj_proceso_terceros,mae_calidad_actua_codigo,varchar(8),NO,"",""
gj_proceso_terceros,mae_calidad_actua_valor,varchar(128),NO,"",""
gj_proceso_terceros,mae_tipo_documento_id,int,YES,"",""
gj_proceso_terceros,mae_tipo_documento_codigo,varchar(8),YES,"",""
gj_proceso_terceros,mae_tipo_documento_valor,varchar(128),YES,"",""
gj_proceso_terceros,documento,varchar(16),YES,"",""
gj_proceso_terceros,nombres,varchar(128),YES,"",""
gj_proceso_terceros,apellidos,varchar(128),YES,"",""
gj_proceso_terceros,razon_social,varchar(256),YES,"",""
gj_proceso_terceros,telefono,varchar(32),YES,"",""
gj_proceso_terceros,usuario_crea,varchar(128),NO,"",""
gj_proceso_terceros,terminal_crea,varchar(16),NO,"",""
gj_proceso_terceros,fecha_hora_crea,datetime,NO,"",""
gj_proceso_terceros,usuario_modifica,varchar(128),YES,"",""
gj_proceso_terceros,terminal_modifica,varchar(16),YES,"",""
gj_proceso_terceros,fecha_hora_modifica,datetime,YES,"",""
gj_procesos,id,int,NO,PRI,auto_increment
gj_procesos,tu_juzgados_id,int,NO,MUL,""
gj_procesos,radicado,varchar(32),NO,"",""
gj_procesos,fecha_radicado,date,NO,"",""
gj_procesos,fecha_admision,date,YES,"",""
gj_procesos,fecha_notificacion,date,YES,"",""
gj_procesos,mae_jurisdiccion_id,int,NO,"",""
gj_procesos,mae_jurisdiccion_codigo,varchar(8),NO,"",""
gj_procesos,mae_jurisdiccion_valor,varchar(128),NO,"",""
gj_procesos,mae_clase_id,int,NO,"",""
gj_procesos,mae_clase_codigo,varchar(8),NO,"",""
gj_procesos,mae_clase_valor,varchar(128),NO,"",""
gj_procesos,mae_clase_descripcion_id,int,NO,"",""
gj_procesos,mae_clase_descripcion_codigo,varchar(8),NO,"",""
gj_procesos,mae_clase_descripcion_valor,varchar(128),NO,"",""
gj_procesos,gn_ubicaciones_proceso_id,int,NO,MUL,""
gj_procesos,pretencion_descripcion,varchar(1024),NO,"",""
gj_procesos,cuantia,"decimal(18,2)",NO,"",""
gj_procesos,cuantia_objetiva,"decimal(18,2)",YES,"",""
gj_procesos,estado,tinyint,NO,"",""
gj_procesos,estado_proceso,tinyint,NO,"",""
gj_procesos,mae_instancia_id,int,YES,"",""
gj_procesos,mae_instancia_codigo,varchar(8),YES,"",""
gj_procesos,mae_instancia_valor,varchar(128),YES,"",""
gj_procesos,llamamiento_garantia,bit(1),YES,"",""
gj_procesos,mae_medica_cautelar_id,int,YES,"",""
gj_procesos,mae_medica_cautelar_codigo,varchar(8),YES,"",""
gj_procesos,mae_medica_cautelar_valor,varchar(128),YES,"",""
gj_procesos,monto_medida,"decimal(18,2)",YES,"",""
gj_procesos,probabilidad,tinyint,YES,"",""
gj_procesos,riesgo_clasificacion,tinyint,YES,"",""
gj_procesos,clase_provision,tinyint,YES,"",""
gj_procesos,fecha_terminacion,date,YES,"",""
gj_procesos,sentido_sentencia,tinyint,YES,"",""
