"Tabla","Columna","Tipo de Dato","Permite Nulos","Llave","Extra"
_tmp_facturas_ia,id,int,NO,"",""
_tmp_facturas_ia,gn_empresas_id,int,NO,"",""
_tmp_facturas_ia,cm_grupos_id,int,NO,"",""
_tmp_facturas_ia,cnt_prestadores_id,int,NO,"",""
_tmp_facturas_ia,cm_rips_cargas_id,int,YES,"",""
_tmp_facturas_ia,gn_usuarios_lider_id,int,NO,"",""
_tmp_facturas_ia,gn_usuarios_tecnico_id,int,YES,"",""
_tmp_facturas_ia,gn_usuarios_medico_id,int,YES,"",""
_tmp_facturas_ia,gn_usuarios_gestiona_id,int,YES,"",""
_tmp_facturas_ia,cm_fe_rips_cargas_id,int,YES,"",""
_tmp_facturas_ia,mae_tipo_contrato_id,int,NO,"",""
_tmp_facturas_ia,mae_tipo_contrato_codigo,varchar(8),YES,"",""
_tmp_facturas_ia,mae_tipo_contrato_valor,varchar(128),YES,"",""
_tmp_facturas_ia,nit,varchar(16),NO,"",""
_tmp_facturas_ia,ips,varchar(256),NO,"",""
_tmp_facturas_ia,numero_radicado,int,NO,"",""
_tmp_facturas_ia,numero_facturado,varchar(32),NO,"",""
_tmp_facturas_ia,fecha_prestacion,datetime,YES,"",""
_tmp_facturas_ia,fecha_radicacion,datetime,NO,"",""
_tmp_facturas_ia,multiusuario,bit(1),NO,"",""
_tmp_facturas_ia,valor_pendiente_actual,"decimal(20,4)",YES,"",""
_tmp_facturas_ia,valor_inicial_glosa,"decimal(20,4)",NO,"",""
_tmp_facturas_ia,marcacion,int,NO,"",""
_tmp_facturas_ia,fecha_marcacion,datetime,YES,"",""
_tmp_facturas_ia,fecha_vencimiento,datetime,YES,"",""
_tmp_facturas_ia,tipo_auditoria,int,NO,"",""
_tmp_facturas_ia,historial_proceso,varchar(512),YES,"",""
_tmp_facturas_ia,valor_factura,"decimal(20,4)",NO,"",""
_tmp_facturas_ia,valor_pagado_factura,"decimal(20,4)",YES,"",""
_tmp_facturas_ia,valor_copago,"decimal(20,4)",YES,"",""
_tmp_facturas_ia,valor_bruto,"decimal(20,4)",YES,"",""
_tmp_facturas_ia,valor_cuota_moderadora,"decimal(20,4)",YES,"",""
_tmp_facturas_ia,mae_regimen_id,int,NO,"",""
_tmp_facturas_ia,mae_regimen_codigo,varchar(8),YES,"",""
_tmp_facturas_ia,mae_regimen_valor,varchar(128),YES,"",""
_tmp_facturas_ia,estado_factura,int,NO,"",""
_tmp_facturas_ia,pbs,bit(1),YES,"",""
_tmp_facturas_ia,numero_contrato,varchar(32),NO,"",""
_tmp_facturas_ia,impuesto_timbre,bit(1),NO,"",""
_tmp_facturas_ia,origen_factura,int,NO,"",""
_tmp_facturas_ia,usuario_audita,varchar(128),YES,"",""
_tmp_facturas_ia,terminal_audita,varchar(16),YES,"",""
_tmp_facturas_ia,fecha_hora_audita,datetime,YES,"",""
_tmp_facturas_ia,usuario_devuelve,varchar(128),YES,"",""
_tmp_facturas_ia,terminal_devuelve,varchar(16),YES,"",""
_tmp_facturas_ia,fecha_hora_devuelve,datetime,YES,"",""
_tmp_facturas_ia,usuario_respuesta,varchar(128),YES,"",""
_tmp_facturas_ia,terminal_respuesta,varchar(16),YES,"",""
_tmp_facturas_ia,fecha_hora_respuesta,datetime,YES,"",""
_tmp_facturas_ia,usuario_concilia,varchar(128),YES,"",""
_tmp_facturas_ia,terminal_concilia,varchar(16),YES,"",""
_tmp_facturas_ia,fecha_hora_concilia,datetime,YES,"",""
_tmp_facturas_ia,respuesta_ips,bit(1),NO,"",""
_tmp_facturas_ia,fecha_marcacion_respuesta_ips,datetime,YES,"",""
_tmp_facturas_ia,fecha_asignacion_tecnico,datetime,YES,"",""
_tmp_facturas_ia,fecha_asignacion_medico,datetime,YES,"",""
_tmp_facturas_ia,version,tinyint(1),NO,"",""
_tmp_facturas_ia,usuario_crea,varchar(128),NO,"",""
_tmp_facturas_ia,terminal_crea,varchar(16),NO,"",""
_tmp_facturas_ia,fecha_hora_crea,datetime,NO,"",""
_tmp_facturas_ia,usuario_modifica,varchar(128),YES,"",""
_tmp_facturas_ia,terminal_modifica,varchar(16),YES,"",""
_tmp_facturas_ia,fecha_hora_modifica,datetime,YES,"",""
aa_mala_cm_fe_rips_cargas,id,int,NO,"",""
aa_mala_cm_fe_rips_cargas,gn_empresas_id,int,NO,"",""
aa_mala_cm_fe_rips_cargas,cnt_prestador_sedes_id,int,YES,"",""
aa_mala_cm_fe_rips_cargas,carga_periodo_id,int,YES,"",""
aa_mala_cm_fe_rips_cargas,tipo,int,NO,"",""
aa_mala_cm_fe_rips_cargas,cnt_contratos_id,int,YES,"",""
aa_mala_cm_fe_rips_cargas,radicador_asignado,int,YES,"",""
aa_mala_cm_fe_rips_cargas,contrato,varchar(32),YES,"",""
aa_mala_cm_fe_rips_cargas,cnt_tipo_contrato_id,int,YES,"",""
aa_mala_cm_fe_rips_cargas,estado,int,NO,"",""
aa_mala_cm_fe_rips_cargas,mae_regimen_id,int,YES,"",""
aa_mala_cm_fe_rips_cargas,mae_regimen_codigo,varchar(8),YES,"",""
aa_mala_cm_fe_rips_cargas,mae_regimen_valor,varchar(128),YES,"",""
aa_mala_cm_fe_rips_cargas,mae_contrato_modalidad_id,int,YES,"",""
aa_mala_cm_fe_rips_cargas,mae_contrato_modalidad_codigo,varchar(8),YES,"",""
aa_mala_cm_fe_rips_cargas,mae_contrato_modalidad_valor,varchar(128),YES,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_inicio,datetime,YES,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_fin,datetime,YES,"",""
aa_mala_cm_fe_rips_cargas,tiempo,int,YES,"",""
aa_mala_cm_fe_rips_cargas,cobertura,bit(1),NO,"",""
aa_mala_cm_fe_rips_cargas,factura_numero,varchar(16),YES,"",""
aa_mala_cm_fe_rips_cargas,factura_valor,"decimal(18,2)",YES,"",""
aa_mala_cm_fe_rips_cargas,soportes_numero,int,NO,"",""
aa_mala_cm_fe_rips_cargas,rechazo,bit(1),NO,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_rechazo,datetime,YES,"",""
aa_mala_cm_fe_rips_cargas,observacion_rechazo,varchar(512),YES,"",""
aa_mala_cm_fe_rips_cargas,devolucion,bit(1),NO,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_devolucion,datetime,YES,"",""
aa_mala_cm_fe_rips_cargas,mae_devolucion_id,int,YES,"",""
aa_mala_cm_fe_rips_cargas,mae_devolucion_codigo,varchar(8),YES,"",""
aa_mala_cm_fe_rips_cargas,mae_devolucion_valor,varchar(128),YES,"",""
aa_mala_cm_fe_rips_cargas,observacion_devolucion,varchar(512),YES,"",""
aa_mala_cm_fe_rips_cargas,observacion,varchar(512),YES,"",""
aa_mala_cm_fe_rips_cargas,documento_prestador,varchar(32),NO,"",""
aa_mala_cm_fe_rips_cargas,cuv,varchar(128),YES,"",""
aa_mala_cm_fe_rips_cargas,cufe,varchar(128),YES,"",""
aa_mala_cm_fe_rips_cargas,de1601_eps_erronea,bit(1),YES,"",""
aa_mala_cm_fe_rips_cargas,de4401_profesional_red,bit(1),YES,"",""
aa_mala_cm_fe_rips_cargas,de4402_profesional_independiente,bit(1),YES,"",""
aa_mala_cm_fe_rips_cargas,de5001_pagada,bit(1),YES,"",""
aa_mala_cm_fe_rips_cargas,de5002_radicada,bit(1),YES,"",""
aa_mala_cm_fe_rips_cargas,de5601_soporte_fe,bit(1),YES,"",""
aa_mala_cm_fe_rips_cargas,de5601_soportes,bit(1),YES,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_emision,datetime,NO,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_ministerio,datetime,NO,"",""
aa_mala_cm_fe_rips_cargas,origen_carga,int,NO,"",""
aa_mala_cm_fe_rips_cargas,url_xml,varchar(512),YES,"",""
aa_mala_cm_fe_rips_cargas,url_json,varchar(512),YES,"",""
aa_mala_cm_fe_rips_cargas,valor_copago,"decimal(20,4)",YES,"",""
aa_mala_cm_fe_rips_cargas,valor_cuota_moderadora,"decimal(20,4)",YES,"",""
aa_mala_cm_fe_rips_cargas,origen,int,YES,"",""
aa_mala_cm_fe_rips_cargas,capita_periodo,int,YES,"",""
aa_mala_cm_fe_rips_cargas,numero_nota,varchar(16),YES,"",""
aa_mala_cm_fe_rips_cargas,soporte_mercurio,int,YES,"",""
aa_mala_cm_fe_rips_cargas,id_mercurio,varchar(16),YES,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_mercurio,datetime,YES,"",""
aa_mala_cm_fe_rips_cargas,multiusuario,bit(1),YES,"",""
aa_mala_cm_fe_rips_cargas,usuario_crea,varchar(128),NO,"",""
aa_mala_cm_fe_rips_cargas,terminal_crea,varchar(16),NO,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_crea,datetime,NO,"",""
aa_mala_cm_fe_rips_cargas,usuario_modifica,varchar(128),YES,"",""
aa_mala_cm_fe_rips_cargas,terminal_modifica,varchar(16),YES,"",""
aa_mala_cm_fe_rips_cargas,fecha_hora_modifica,datetime,YES,"",""
aa_temp_cm_fe_rips_cargas,id,int,NO,PRI,auto_increment
aa_temp_cm_fe_rips_cargas,gn_empresas_id,int,NO,"",""
aa_temp_cm_fe_rips_cargas,cnt_prestador_sedes_id,int,YES,"",""
aa_temp_cm_fe_rips_cargas,carga_periodo_id,int,YES,"",""
aa_temp_cm_fe_rips_cargas,tipo,int,NO,"",""
aa_temp_cm_fe_rips_cargas,cnt_contratos_id,int,YES,"",""
aa_temp_cm_fe_rips_cargas,radicador_asignado,int,YES,"",""
aa_temp_cm_fe_rips_cargas,contrato,varchar(32),YES,"",""
aa_temp_cm_fe_rips_cargas,cnt_tipo_contrato_id,int,YES,"",""
aa_temp_cm_fe_rips_cargas,estado,int,NO,"",""
aa_temp_cm_fe_rips_cargas,mae_regimen_id,int,YES,"",""
aa_temp_cm_fe_rips_cargas,mae_regimen_codigo,varchar(8),YES,"",""
aa_temp_cm_fe_rips_cargas,mae_regimen_valor,varchar(128),YES,"",""
aa_temp_cm_fe_rips_cargas,mae_contrato_modalidad_id,int,YES,"",""
aa_temp_cm_fe_rips_cargas,mae_contrato_modalidad_codigo,varchar(8),YES,"",""
aa_temp_cm_fe_rips_cargas,mae_contrato_modalidad_valor,varchar(128),YES,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_inicio,datetime,YES,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_fin,datetime,YES,"",""
aa_temp_cm_fe_rips_cargas,tiempo,int,YES,"",""
aa_temp_cm_fe_rips_cargas,cobertura,bit(1),NO,"",""
aa_temp_cm_fe_rips_cargas,factura_numero,varchar(16),YES,"",""
aa_temp_cm_fe_rips_cargas,factura_valor,"decimal(18,2)",YES,"",""
aa_temp_cm_fe_rips_cargas,soportes_numero,int,NO,"",""
aa_temp_cm_fe_rips_cargas,rechazo,bit(1),NO,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_rechazo,datetime,YES,"",""
aa_temp_cm_fe_rips_cargas,observacion_rechazo,varchar(512),YES,"",""
aa_temp_cm_fe_rips_cargas,devolucion,bit(1),NO,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_devolucion,datetime,YES,"",""
aa_temp_cm_fe_rips_cargas,mae_devolucion_id,int,YES,"",""
aa_temp_cm_fe_rips_cargas,mae_devolucion_codigo,varchar(8),YES,"",""
aa_temp_cm_fe_rips_cargas,mae_devolucion_valor,varchar(128),YES,"",""
aa_temp_cm_fe_rips_cargas,observacion_devolucion,varchar(512),YES,"",""
aa_temp_cm_fe_rips_cargas,observacion,varchar(512),YES,"",""
aa_temp_cm_fe_rips_cargas,documento_prestador,varchar(32),NO,"",""
aa_temp_cm_fe_rips_cargas,cuv,varchar(128),YES,"",""
aa_temp_cm_fe_rips_cargas,cufe,varchar(128),YES,"",""
aa_temp_cm_fe_rips_cargas,de1601_eps_erronea,bit(1),YES,"",""
aa_temp_cm_fe_rips_cargas,de4401_profesional_red,bit(1),YES,"",""
aa_temp_cm_fe_rips_cargas,de4402_profesional_independiente,bit(1),YES,"",""
aa_temp_cm_fe_rips_cargas,de5001_pagada,bit(1),YES,"",""
aa_temp_cm_fe_rips_cargas,de5002_radicada,bit(1),YES,"",""
aa_temp_cm_fe_rips_cargas,de5601_soporte_fe,bit(1),YES,"",""
aa_temp_cm_fe_rips_cargas,de5601_soportes,bit(1),YES,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_emision,datetime,NO,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_ministerio,datetime,NO,"",""
aa_temp_cm_fe_rips_cargas,origen_carga,int,NO,"",""
aa_temp_cm_fe_rips_cargas,url_xml,varchar(512),YES,"",""
aa_temp_cm_fe_rips_cargas,url_json,varchar(512),YES,"",""
aa_temp_cm_fe_rips_cargas,valor_copago,"decimal(20,4)",YES,"",""
aa_temp_cm_fe_rips_cargas,valor_cuota_moderadora,"decimal(20,4)",YES,"",""
aa_temp_cm_fe_rips_cargas,origen,int,YES,"",""
aa_temp_cm_fe_rips_cargas,capita_periodo,int,YES,"",""
aa_temp_cm_fe_rips_cargas,numero_nota,varchar(16),YES,"",""
aa_temp_cm_fe_rips_cargas,soporte_mercurio,int,YES,"",""
aa_temp_cm_fe_rips_cargas,id_mercurio,varchar(16),YES,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_mercurio,datetime,YES,"",""
aa_temp_cm_fe_rips_cargas,multiusuario,bit(1),YES,"",""
aa_temp_cm_fe_rips_cargas,usuario_crea,varchar(128),NO,"",""
aa_temp_cm_fe_rips_cargas,terminal_crea,varchar(16),NO,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_crea,datetime,NO,"",""
aa_temp_cm_fe_rips_cargas,usuario_modifica,varchar(128),YES,"",""
aa_temp_cm_fe_rips_cargas,terminal_modifica,varchar(16),YES,"",""
aa_temp_cm_fe_rips_cargas,fecha_hora_modifica,datetime,YES,"",""
aa_temp_facturas_cufe,id,int,NO,PRI,auto_increment
aa_temp_facturas_cufe,numero_id,varchar(12),NO,"",""
aa_temp_facturas_cufe,numero_factura,varchar(64),NO,"",""
aa_temp_facturas_cufe,cufe,varchar(1025),NO,"",""
aa_temp_ma_insumos,id,int,NO,"",""
aa_temp_ma_insumos,mae_tipo_id,int,NO,"",""
aa_temp_ma_insumos,mae_tipo_codigo,varchar(8),YES,"",""
aa_temp_ma_insumos,mae_tipo_valor,varchar(128),YES,"",""
aa_temp_ma_insumos,automatico,bit(1),NO,"",""
aa_temp_ma_insumos,codigo_habilitacion,varchar(16),YES,"",""
aa_temp_ma_insumos,codigo,varchar(32),NO,"",""
aa_temp_ma_insumos,descripcion,varchar(512),NO,"",""
aa_temp_ma_insumos,abreviatura,varchar(32),YES,"",""
aa_temp_ma_insumos,activo,bit(1),NO,"",""
aa_temp_ma_insumos,cobertura,int,NO,"",""
aa_temp_ma_insumos,usuario_crea,varchar(128),NO,"",""
aa_temp_ma_insumos,terminal_crea,varchar(16),NO,"",""
aa_temp_ma_insumos,fecha_hora_crea,datetime,NO,"",""
aa_temp_ma_insumos,usuario_modifica,varchar(128),YES,"",""
aa_temp_ma_insumos,terminal_modifica,varchar(16),YES,"",""
aa_temp_ma_insumos,fecha_hora_modifica,datetime,YES,"",""
aa_tiempo,fecha_hora,datetime,NO,PRI,""
aa_tmp_ma_insumos_conservar,id,int,NO,PRI,""
ant_anticipo_adjuntos,id,int,NO,PRI,auto_increment
ant_anticipo_adjuntos,ant_anticipos_id,int,NO,MUL,""
ant_anticipo_adjuntos,origen,int,NO,"",""
ant_anticipo_adjuntos,mae_tipo_archivo_id,int,NO,MUL,""
ant_anticipo_adjuntos,mae_tipo_archivo_codigo,varchar(8),YES,"",""
ant_anticipo_adjuntos,mae_tipo_archivo_valor,varchar(128),YES,"",""
ant_anticipo_adjuntos,mae_tipo_archivo_tipo,varchar(4),YES,"",""
ant_anticipo_adjuntos,nombre,varchar(256),YES,"",""
ant_anticipo_adjuntos,ruta,varchar(128),NO,"",""
ant_anticipo_adjuntos,archivo,varchar(256),NO,"",""
ant_anticipo_adjuntos,existe,bit(1),NO,"",""
ant_anticipo_adjuntos,borrado,bit(1),NO,"",""
ant_anticipo_adjuntos,borrado_observacion,varchar(1024),YES,"",""
ant_anticipo_adjuntos,usuario_crea,varchar(128),NO,"",""
ant_anticipo_adjuntos,terminal_crea,varchar(16),NO,"",""
ant_anticipo_adjuntos,fecha_hora_crea,datetime,NO,"",""
ant_anticipo_adjuntos,usuario_borra,varchar(128),YES,"",""
ant_anticipo_adjuntos,terminal_borra,varchar(16),YES,"",""
ant_anticipo_adjuntos,fecha_hora_borra,datetime,YES,"",""
ant_anticipo_gestiones,id,int,NO,PRI,auto_increment
ant_anticipo_gestiones,ant_anticipos_id,int,NO,MUL,""
ant_anticipo_gestiones,tipo,int,NO,"",""
ant_anticipo_gestiones,estado,int,YES,"",""
ant_anticipo_gestiones,descripcion,varchar(2048),NO,"",""
ant_anticipo_gestiones,usuario_crea,varchar(128),NO,"",""
ant_anticipo_gestiones,terminal_crea,varchar(16),NO,"",""
ant_anticipo_gestiones,fecha_hora_crea,datetime,NO,"",""
ant_anticipo_items,id,int,NO,PRI,auto_increment
ant_anticipo_items,ant_anticipos_id,int,NO,MUL,""
ant_anticipo_items,tipo_tecnologia,int,NO,"",""
ant_anticipo_items,ma_tecnologia_id,int,NO,MUL,""
ant_anticipo_items,ma_tecnologia_codigo,varchar(32),NO,"",""
ant_anticipo_items,ma_tecnologia_valor,varchar(512),NO,"",""
ant_anticipo_items,ma_medicamento_id,int,YES,MUL,""
ant_anticipo_items,ma_medicamento_codigo,varchar(32),YES,"",""
ant_anticipo_items,ma_medicamento_valor,varchar(512),YES,"",""
ant_anticipo_items,valor_tecnologia_cotizada,"decimal(20,4)",NO,"",""
ant_anticipo_items,borrado,bit(1),NO,"",""
ant_anticipo_items,borrado_observacion,varchar(1024),YES,"",""
ant_anticipo_items,cantidad,int,YES,"",""
ant_anticipo_items,mp_numero_prescripcion,varchar(32),YES,"",""
ant_anticipo_items,valor_tecnologia_pagada,"decimal(20,4)",YES,"",""
ant_anticipo_items,usuario_crea,varchar(128),NO,"",""
ant_anticipo_items,terminal_crea,varchar(16),NO,"",""
ant_anticipo_items,fecha_hora_crea,datetime,NO,"",""
ant_anticipo_items,usuario_borra,varchar(128),YES,"",""
ant_anticipo_items,terminal_borra,varchar(16),YES,"",""
ant_anticipo_items,fecha_hora_borra,datetime,YES,"",""
ant_anticipo_valores,id,int,NO,PRI,auto_increment
ant_anticipo_valores,ant_anticipos_id,int,NO,MUL,""
ant_anticipo_valores,ant_anticipo_items_id,int,NO,MUL,""
ant_anticipo_valores,au_cotizaciones_id,int,YES,MUL,""
ant_anticipo_valores,observacion,varchar(2048),YES,"",""
ant_anticipo_valores,devolucion,bit(1),NO,"",""
ant_anticipo_valores,tipo_devolucion,int,YES,"",""
ant_anticipo_valores,valor,"decimal(20,4)",NO,"",""
ant_anticipo_valores,usuario_crea,varchar(128),NO,"",""
ant_anticipo_valores,terminal_crea,varchar(16),NO,"",""
ant_anticipo_valores,fecha_hora_crea,datetime,NO,"",""
ant_anticipos,id,int,NO,PRI,auto_increment
ant_anticipos,gn_empresas_id,int,YES,MUL,""
ant_anticipos,cnt_prestadores_id,int,YES,MUL,""
ant_anticipos,cnt_prestador_sedes_id,int,YES,MUL,""
ant_anticipos,aseg_afiliados_id,int,YES,MUL,""
ant_anticipos,gn_usuarios_id,int,YES,MUL,""
ant_anticipos,estado,int,YES,"",""
ant_anticipos,tipo,int,YES,"",""
ant_anticipos,pbs,bit(1),NO,"",""
ant_anticipos,mae_clasificacion_id,int,YES,MUL,""
ant_anticipos,mae_clasificacion_codigo,varchar(8),YES,"",""
ant_anticipos,mae_clasificacion_valor,varchar(128),YES,"",""
ant_anticipos,mae_clasificacion_tipo,varchar(4),YES,"",""
ant_anticipos,justificacion,varchar(2048),YES,"",""
ant_anticipos,valor_cotizado,"decimal(20,4)",YES,"",""
ant_anticipos,valor_pagado,"decimal(20,4)",YES,"",""
ant_anticipos,valor_disponible,"decimal(20,4)",YES,"",""
ant_anticipos,retencion_sugerida,"decimal(6,3)",YES,"",""
ant_anticipos,clasificacion_observacion,varchar(1024),YES,"",""
ant_anticipos,ma_diagnostico_id,int,YES,"",""
ant_anticipos,ma_diagnostico_codigo,varchar(32),YES,"",""
ant_anticipos,ma_diagnostico_valor,varchar(512),YES,"",""
ant_anticipos,codigo_contabilizacion_sap,varchar(256),YES,"",""
ant_anticipos,codigo_compensacion_sap,varchar(256),YES,"",""
ant_anticipos,retencion_aplicada,"decimal(6,3)",YES,"",""
ant_anticipos,aplica_retencion,bit(1),YES,"",""
ant_anticipos,gn_gerente_id,int,YES,"",""
ant_anticipos,usuario_crea,varchar(128),NO,"",""
ant_anticipos,terminal_crea,varchar(16),NO,"",""
ant_anticipos,fecha_hora_crea,datetime,NO,"",""
ant_anticipos,usuario_modifica,varchar(128),YES,"",""
ant_anticipos,terminal_modifica,varchar(16),YES,"",""
ant_anticipos,fecha_hora_modifica,datetime,YES,"",""
ant_ws_transaccion_sucesos,id,int,NO,PRI,auto_increment
ant_ws_transaccion_sucesos,ws_ant_transaccion_detalle_id,int,YES,MUL,""
ant_ws_transaccion_sucesos,ant_anticipos_id,int,YES,MUL,""
ant_ws_transaccion_sucesos,nut,varchar(16),YES,"",""
ant_ws_transaccion_sucesos,tipo,int,YES,"",""
ant_ws_transaccion_sucesos,descripcion,varchar(1024),YES,"",""
ant_ws_transaccion_sucesos,codigo_respuesta,varchar(32),YES,"",""
ant_ws_transaccion_sucesos,codigo_retorno,varchar(32),YES,"",""
ant_ws_transaccion_sucesos,json_envio,longblob,YES,"",""
ant_ws_transaccion_sucesos,json_respuesta,longblob,YES,"",""
ant_ws_transaccion_sucesos,fecha_hora_respuesta,datetime,YES,"",""
ant_ws_transaccion_sucesos,usuario_crea,varchar(128),YES,"",""
ant_ws_transaccion_sucesos,terminal_crea,varchar(16),YES,"",""
ant_ws_transaccion_sucesos,fecha_hora_crea,datetime,YES,"",""
archivo_plano,id,int,NO,PRI,auto_increment
archivo_plano,query,text,NO,"",""
archivo_plano,fecha_inicio,datetime,YES,"",""
archivo_plano,fecha_fin,datetime,YES,"",""
archivo_plano,registros,int,YES,"",""
archivo_plano,estado,varchar(1),YES,"",""
archivo_plano,respuesta,varchar(2048),YES,"",""
aseg_adjuntos,id,int,NO,PRI,auto_increment
aseg_adjuntos,radicado_novedades_id,int,NO,MUL,""
aseg_adjuntos,tipo_archivo,int,NO,"",""
aseg_adjuntos,nombre_archivo,varchar(256),NO,"",""
aseg_adjuntos,ruta,varchar(512),NO,"",""
aseg_adjuntos,archivo,varchar(128),NO,"",""
aseg_adjuntos,observacion,varchar(256),YES,"",""
aseg_adjuntos,usuario_crea,varchar(64),NO,"",""
aseg_adjuntos,fecha_hora_crea,date,NO,"",""
aseg_adjuntos,terminal_crea,varchar(64),NO,"",""
aseg_afiliado_certificados,id,int,NO,PRI,auto_increment
aseg_afiliado_certificados,aseg_afiliados_id,int,NO,MUL,""
aseg_afiliado_certificados,id_afiliado,varchar(32),NO,"",""
aseg_afiliado_certificados,mae_tipo_documento_id,int,NO,"",""
aseg_afiliado_certificados,mae_tipo_documento_codigo,varchar(16),NO,"",""
aseg_afiliado_certificados,mae_tipo_documento_valor,varchar(128),NO,"",""
aseg_afiliado_certificados,numero_documento,varchar(16),NO,"",""
aseg_afiliado_certificados,primer_apellido,varchar(32),NO,"",""
aseg_afiliado_certificados,segundo_apellido,varchar(32),YES,"",""
aseg_afiliado_certificados,primer_nombre,varchar(32),NO,"",""
aseg_afiliado_certificados,segundo_nombre,varchar(32),YES,"",""
aseg_afiliado_certificados,fecha_nacimiento,date,NO,"",""
aseg_afiliado_certificados,mae_subgrupo_sisben_id,int,YES,"",""
aseg_afiliado_certificados,mae_subgrupo_sisben_codigo,varchar(16),YES,"",""
aseg_afiliado_certificados,mae_subgrupo_sisben_valor,varchar(128),YES,"",""
aseg_afiliado_certificados,mae_nivel_id,int,NO,"",""
aseg_afiliado_certificados,mae_nivel_codigo,varchar(16),NO,"",""
aseg_afiliado_certificados,mae_nivel_valor,varchar(128),NO,"",""
aseg_afiliado_certificados,mae_grupo_poblacional_id,int,NO,"",""
aseg_afiliado_certificados,mae_grupo_poblacional_codigo,varchar(16),NO,"",""
aseg_afiliado_certificados,mae_grupo_poblacional_valor,varchar(128),NO,"",""
aseg_afiliado_certificados,fecha_afiliacion,date,NO,"",""
aseg_afiliado_certificados,mae_regimen_id,int,NO,"",""
aseg_afiliado_certificados,mae_regimen_valor,varchar(16),NO,"",""
aseg_afiliado_certificados,mae_regimen_descripcion,varchar(128),NO,"",""
aseg_afiliado_certificados,mae_estado_afiliacion_id,int,NO,"",""
aseg_afiliado_certificados,mae_estado_afiliacion_codigo,varchar(16),NO,"",""
aseg_afiliado_certificados,mae_estado_afiliacion_valor,varchar(128),NO,"",""
aseg_afiliado_certificados,modelo_liquidacion,int,NO,"",""
aseg_afiliado_certificados,fecha_retiro,date,YES,"",""
aseg_afiliado_certificados,semana_afiliacion,int,NO,"",""
aseg_afiliado_certificados,direccion_afiliado,varchar(512),YES,"",""
aseg_afiliado_certificados,telefono_afiliado,varchar(32),YES,"",""
aseg_afiliado_certificados,celular_afiliado,varchar(32),YES,"",""
aseg_afiliado_certificados,afiliacion_ubicacion_id,int,NO,"",""
aseg_afiliado_certificados,afiliacion_ubicacion_valor,varchar(32),NO,"",""
aseg_afiliado_certificados,residencia_ubicacion_id,int,NO,"",""
aseg_afiliado_certificados,residencia_ubicacion_valor,varchar(64),NO,"",""
aseg_afiliado_certificados,cnt_prestador_sedes_id,int,YES,"",""
aseg_afiliado_certificados,cnt_prestador_sedes_valor,varchar(256),YES,"",""
aseg_afiliado_certificados,correo_electronico,varchar(512),YES,"",""
aseg_afiliado_certificados,tipo,int,NO,"",""
aseg_afiliado_certificados,origen_generacion,int,NO,"",""
aseg_afiliado_certificados,fecha_inicio_vigencia,date,NO,"",""
aseg_afiliado_certificados,fecha_fin_vigencia,date,NO,"",""
aseg_afiliado_certificados,dias_vigencia,int,NO,"",""
aseg_afiliado_certificados,nombre_archivo,varchar(128),NO,"",""
aseg_afiliado_certificados,ruta,varchar(512),NO,"",""
aseg_afiliado_certificados,usuario_crea,varchar(128),NO,"",""
aseg_afiliado_certificados,terminal_crea,varchar(16),NO,"",""
aseg_afiliado_certificados,fecha_hora_crea,datetime,NO,"",""
aseg_afiliado_contactos,id,int,NO,PRI,auto_increment
aseg_afiliado_contactos,aseg_afiliados_id,int,NO,MUL,""
aseg_afiliado_contactos,numero_contacto,varchar(32),NO,"",""
aseg_afiliado_contactos,mae_tipo_contacto_id,int,NO,"",""
aseg_afiliado_contactos,mae_tipo_contacto_codigo,varchar(16),NO,"",""
aseg_afiliado_contactos,mae_tipo_contacto_valor,varchar(128),NO,"",""
aseg_afiliado_contactos,observacion,varchar(128),YES,"",""
aseg_afiliado_contactos,activo,tinyint(1),NO,"",""
aseg_afiliado_contactos,usuario_crea,varchar(128),NO,"",""
aseg_afiliado_contactos,terminal_crea,varchar(16),NO,"",""
aseg_afiliado_contactos,fecha_hora_crea,datetime,NO,"",""
aseg_afiliado_coordenadas,id,int,NO,PRI,""
aseg_afiliado_coordenadas,id_afiliado,int,YES,MUL,""
aseg_afiliado_coordenadas,latitud,varchar(500),YES,"",""
aseg_afiliado_coordenadas,longitud,varchar(500),YES,"",""
aseg_afiliado_coordenadas,consumido,tinyint(1),NO,"",""
aseg_afiliado_coordenadas,consumido_nuevo,tinyint(1),YES,"",""
aseg_afiliado_coordenadas,latitud_nuevo,varchar(500),YES,"",""
